Player,Wy_Position,Wy_Contract expires,Wy_Team,Wy_Team within selected timeframe,Wy_Age,Wy_Birth country,Wy_Passport country,Wy_Foot,Wy_Market value,Wy_Rating,Wy_Rating_predict,Wy_Rating_diff,TM_Salary,TM_Salary Date,TM_Highest Market Value,TM_Date of Highest Value,TM_Joined Date,TM_Contract Until,TM_Date of Last Contract Extension,TM_Player Agent,TM_Player Name,TM_Nat.,TM_Age,TM_Club,TM_Position Detail,TM_player_href
A. Caputo,"CM,W",,Fort Lauderdale,Fort Lauderdale,21.0,Venezuela,"Venezuela, Italy",,80250.0,6.68,6.685601747587544,0.005601747587544281,83000,,83000,,2021-04-09,2022-11-30,2022-02-24,RedWine Sports,Abel Caputo,Venezuela,21,Inter Miami CF II,attack - Right Winger,https://www.transfermarkt.us/abel-caputo/profil/spieler/677694
T. Simpson,"W,CF",,Molynes United,North Carolina FC,22.0,Jamaica,Jamaica,both,80250.0,6.53,6.460487919931953,-0.06951208006804688,83000,,83000,,2022-01-01,,,ANTHONY FINNIGAN T/A PLAYERS,Thorn Simpson,Jamaica,23 (24),North Carolina FC,attack - Centre-Forward,https://www.transfermarkt.us/thorn-simpson/profil/spieler/880075
J. Ibarra,"W,CF",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,right,80250.0,6.87,6.932467834385672,0.062467834385671495,83000,,83000,,2021-04-20,2022-11-30,2022-01-19,,Jesus Ibarra,United States,23 (24),Greenville Triumph SC,attack - Left Winger,https://www.transfermarkt.us/jesus-ibarra/profil/spieler/650447
A. Diakhate,"W,CF",,Tucson,Tucson,27.0,Senegal,Senegal,right,80250.0,6.62,6.734232702112404,0.1142327021124041,,,,,,,,,,,,,,
N. Fuson,"AM,W,CF",,Columbus Crew II,Forward Madison,22.0,United States,United States,,80250.0,6.76,6.758032286883657,-0.0019677131163424733,83000,,83000,,2022-02-18,2022-11-30,,ICM Stellar Sports,Noah Fuson,United States,21 (22),Forward Madison FC,attack - Centre-Forward,https://www.transfermarkt.us/noah-fuson/profil/spieler/802208
C. Vickers,"CM,W",2021-11-30,Richmond Kickers,Richmond Kickers,32.0,United States,United States,,53500.0,6.59,6.408614067095591,-0.18138593290440852,,,,,,,,,,,,,,
A. Billhardt,W,,Tormenta,Tormenta,24.0,Germany,Germany,,53500.0,6.85,6.784964764755854,-0.0650352352441459,,,,,,,,,,,,,,
C. Adams,W,,Tormenta,Tormenta,26.0,United States,United States,right,53500.0,6.54,6.642519974104562,0.10251997410456237,,,,,,,,,,,,,,
C. McCall,"CM,W",,,Tormenta,25.0,Scotland,Scotland,,26750.0,6.3,6.5760400186922405,0.2760400186922407,,,,,,,,,,,,,,
J. Bucknor,"FB,W",,Michigan Wolverines,Fort Lauderdale,19.0,United States,United States,,0.0,6.67,6.600664289611781,-0.06933571038821906,,,,,,,,,,,,,,
J. Dietrich,"AM,W",,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,Germany,"Germany, United States",,0.0,6.71,6.776456739383021,0.0664567393830211,83000,,83000,,2021-12-01,,,ProConnect Soccer,Jackson Dietrich,Germany-United States,25,Chattanooga Red Wolves SC,midfield,https://www.transfermarkt.us/jackson-dietrich/profil/spieler/843820
J. Dietrich,"AM,W",,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,Germany,"Germany, United States",,0.0,6.71,6.776456739383021,0.0664567393830211,83000,,83000,,2021-12-01,,,ProConnect Soccer,Jackson Dietrich,Germany,25,Chattanooga Red Wolves SC,midfield,https://www.transfermarkt.us/jackson-dietrich/profil/spieler/843820
J. Dietrich,"AM,W",,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,Germany,"Germany, United States",,0.0,6.71,6.776456739383021,0.0664567393830211,83000,,83000,,2021-12-01,,,ProConnect Soccer,Jackson Dietrich,Germany,25,Chattanooga Red Wolves SC,midfield,https://www.transfermarkt.us/jackson-dietrich/profil/spieler/843820
J. Dietrich,"AM,W",,Chattanooga Red Wolves,Chattanooga Red Wolves,25.0,Germany,"Germany, United States",,0.0,6.71,6.776456739383021,0.0664567393830211,83000,,83000,,2021-12-01,,,ProConnect Soccer,Jackson Dietrich,Germany,25,Chattanooga Red Wolves SC,midfield,https://www.transfermarkt.us/jackson-dietrich/profil/spieler/843820
L. Lawrence,W,,Tucson,Tucson,20.0,United States,United States,,0.0,0.0,6.253349188311688,6.253349188311688,,,,,,,,,,,,,,
C. McLagan,"FB,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,0.0,6.45,6.581602974628457,0.13160297462845705,,,,,,,,,,,,,,
E. N'For,"W,CF",,Union Omaha,Union Omaha,25.0,Cameroon,Cameroon,,0.0,6.54,6.6936143231553125,0.15361432315531243,110000,,138000,,2021-12-01,,,,Elma N'For,Cameroon,26,Union Omaha,attack - Centre-Forward,https://www.transfermarkt.us/elma-nfor/profil/spieler/663309
E. N'For,"W,CF",,Union Omaha,Union Omaha,25.0,Cameroon,Cameroon,,0.0,6.54,6.6936143231553125,0.15361432315531243,110000,,138000,,2021-12-01,,,,Elma N'For,Cameroon,26,Union Omaha,attack - Centre-Forward,https://www.transfermarkt.us/elma-nfor/profil/spieler/663309
E. N'For,"W,CF",,Union Omaha,Union Omaha,25.0,Cameroon,Cameroon,,0.0,6.54,6.6936143231553125,0.15361432315531243,110000,,138000,,2021-12-01,,,,Elma N'For,Cameroon,26,Union Omaha,attack - Centre-Forward,https://www.transfermarkt.us/elma-nfor/profil/spieler/663309
M. Tsicoulias,"W,CF",,Virginia Cavaliers,New England II,18.0,United States,United States,,0.0,6.66,6.895108965447127,0.235108965447127,,,,,2021-08-01,,,,Michael Tsicoulias,United States,18 (19),New England Revolution II,attack - Centre-Forward,https://www.transfermarkt.us/michael-tsicoulias/profil/spieler/796428
R. Beckham,W,,Fort Lauderdale,Fort Lauderdale,19.0,England,England,,0.0,6.7,6.7336847789293675,0.033684778929367276,,,,,,,,,,,,,,
G. Hampton,W,,Mercer Bears,Tormenta,19.0,United States,United States,,0.0,6.5,6.253349188311688,-0.24665081168831193,,,,,,,,,,,,,,
C. Cuellar,W,,FIU Panthers,Fort Lauderdale,18.0,United States,United States,,0.0,6.53,6.584834540646549,0.05483454064654847,,,,,,,,,,,,,,
R. Thakur,"AM,W",,North Carolina FC,North Carolina FC,18.0,United States,United States,unknown,0.0,6.5,6.253349188311688,-0.24665081168831193,,,,,,,,,,,,,,
J. Goodall,"FB,AM,W",,Greenville Triumph,Greenville Triumph,24.0,United States,United States,,0.0,6.63,6.732329728752769,0.10232972875276936,,,,,,,,,,,,,,
E. Bajraktarevic,"AM,W",,New England II,New England II,,United States,United States,,0.0,6.65,6.678422563427603,0.0284225634276023,83000,,83000,,2021-11-18,2022-11-30,,,Esmir Bajraktarevic,United States-Bosnia-Herzegovina,16 (17),New England Revolution II,midfield - Attacking Midfield,https://www.transfermarkt.us/esmir-bajraktarevic/profil/spieler/925862
H. Avayevu,"AM,W",,North Texas,North Texas,19.0,Ghana,Ghana,unknown,0.0,6.72,6.8355980612826235,0.11559806128262373,,,,,,,,,,,,,,
M. Silva,"AM,W",,New England II,New England II,19.0,United States,"United States, Cape Verde Islands",,0.0,6.65,6.7812371631969155,0.13123716319691514,55000,,55000,,2020-01-21,2022-11-30,,,Meny Silva,Cape Verde,20,New England Revolution II,attack - Right Winger,https://www.transfermarkt.us/meny-silva/profil/spieler/738682
M. Silva,"AM,W",,New England II,New England II,19.0,United States,"United States, Cape Verde Islands",,0.0,6.65,6.7812371631969155,0.13123716319691514,55000,,55000,,2020-01-21,2022-11-30,,,Meny Silva,Cape Verde,20,New England Revolution II,attack - Right Winger,https://www.transfermarkt.us/meny-silva/profil/spieler/738682
M. Silva,"AM,W",,New England II,New England II,19.0,United States,"United States, Cape Verde Islands",,0.0,6.65,6.7812371631969155,0.13123716319691514,55000,,55000,,2020-01-21,2022-11-30,,,Meny Silva,Cape Verde,20,New England Revolution II,attack - Right Winger,https://www.transfermarkt.us/meny-silva/profil/spieler/738682
C. Molina,"FB,W",,Union Omaha,Union Omaha,23.0,El Salvador,"El Salvador, United States",,0.0,6.59,6.589630072763814,-0.00036992723618567425,,,,,,,,,,,,,,
J. Murphy,"AM,W",,Union Omaha,Union Omaha,21.0,United States,"United States, Republic of Ireland",right,0.0,6.75,6.798993681532379,0.04899368153237926,,,,,,,,,,,,,,
N. Brown,"AM,W",,Greenville Triumph,Greenville Triumph,,United States,United States,,0.0,6.56,6.88228755661642,0.3222875566164207,55000,,55000,,2021-09-01,2022-11-30,2021-12-15,Tavares Agency LLC,Nico Brown,Jamaica-United States,23,Greenville Triumph SC,attack - Left Winger,https://www.transfermarkt.us/nico-brown/profil/spieler/866253
F. Valencia,"AM,W",2025-12-31,Inter Miami,Fort Lauderdale,17.0,United States,United States,,0.0,6.46,6.537534598005079,0.07753459800507922,,,,,,,,,,,,,,
D. Reyes,"FB,W",,Inter Miami,Fort Lauderdale,18.0,United States,United States,,0.0,6.53,6.583170988338602,0.05317098833860179,,,,,,,,,,,,,,
V. Evans,W,,Greenville Triumph,Fort Lauderdale,23.0,Jamaica,Jamaica,both,0.0,6.85,6.811458053359726,-0.03854194664027322,110000,,110000,,2021-12-23,2022-11-30,,,Venton Evans,Jamaica,23,Fort Lauderdale CF,attack - Right Winger,https://www.transfermarkt.us/venton-evans/profil/spieler/602239
