Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",FB,CB,CM,AM,W,CF,GK,Rating
L. Lawrence,Tucson,Tucson,W,20.0,0.0,,1,4,0,0.0,0,0.0,,,United States,United States,,180,75,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.18,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,W,,,0.0
C. McLagan,Greenville Triumph,Greenville Triumph,"FB,W",24.0,0.0,,9,308,0,0.15,0,0.0,18.41,53.97,United States,United States,,183,0,no,10.52,7.31,60.0,4.09,50.0,0.0,0.0,0.58,6.14,8.87,1.46,0,0.0,0,0.0,1.46,0.0,0,0.0,0.04,0,0.0,4,1.17,0.0,0.0,0.0,2.34,12.5,0.0,0.0,2.34,12.5,0.58,2.92,40.0,4.97,52.94,2.63,2.63,0.88,16.36,1.75,0.58,25.42,64.37,11.4,58.97,3.51,75.0,5.55,57.89,20.45,72.86,2.92,50.0,17.66,23.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,61.54,2.05,14.29,0.0,0.0,0.29,0.0,5.55,47.37,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,FB,,,,W,,,6.45
C. Dewhurst,Providence Friars,New England II,CB,18.0,0.0,,1,14,0,0.0,0,0.0,,,United States,United States,,188,71,no,,,,,,,0.0,,,7.5,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.86,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,CB,,,,,,6.6
E. Decker,Union Omaha,Union Omaha,"W,CF",27.0,0.0,2021-11-30,11,569,0,0.97,0,0.41,24.83,38.22,United States,United States,right,180,75,no,4.75,6.49,58.54,2.37,33.33,0.0,0.0,0.0,0.95,1.13,1.27,1,0.16,0,0.0,4.75,0.0,0,0.0,0.15,0,0.0,16,2.53,37.5,0.0,0.0,1.42,22.22,0.63,25.0,0.79,20.0,0.16,5.85,48.65,13.6,33.72,2.53,2.21,0.79,20.25,2.21,1.74,22.78,79.86,4.9,61.29,8.38,96.23,6.01,73.68,19.61,85.48,2.06,61.54,17.18,25.48,0.06,0.63,0.0,0.0,0.95,66.67,0.32,1.42,66.67,1.74,36.36,0.47,33.33,0.32,0.32,3.48,59.09,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,,W,CF,,6.63
E. N'For,Union Omaha,Union Omaha,"W,CF",25.0,0.0,,15,477,0,1.63,0,0.12,33.77,43.58,Cameroon,Cameroon,,170,79,no,5.09,5.66,56.67,11.13,42.37,0.57,0.74,0.0,1.32,1.74,1.51,1,0.19,0,0.0,2.08,0.0,0,0.0,0.31,0,0.0,9,1.7,22.22,0.0,0.0,0.75,25.0,0.38,50.0,0.38,0.0,0.19,3.21,41.18,12.26,40.0,3.77,0.75,0.19,15.66,1.7,3.4,24.15,79.69,3.58,47.37,11.13,91.53,4.53,79.17,22.64,83.33,0.75,25.0,14.6,7.19,0.02,0.57,0.0,0.0,0.75,25.0,0.38,0.57,66.67,0.94,20.0,0.57,0.0,0.57,0.19,2.45,53.85,0,,0,,0,0.0,0.0,0.0,,,0.19,,,0.0,0.0,0.0,0.0,0,0.0,,,,,W,CF,,6.54
J. Buck,New England Res.,New England II,CM,18.0,0.0,,2,99,0,0.01,0,0.0,20.91,47.83,United States,United States,right,183,0,no,14.55,12.73,57.14,2.73,33.33,0.91,1.03,0.0,6.36,7.24,1.82,1,0.91,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,24.55,0.0,0.0,36.36,87.5,13.64,73.33,5.45,100.0,11.82,92.31,30.91,97.06,5.45,33.33,20.56,19.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,57.14,0.91,0.0,0.91,0.0,0.0,0.0,3.64,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,,,,,6.45
M. Tsicoulias,Virginia Cavaliers,New England II,"W,CF",18.0,0.0,,12,373,2,0.54,0,0.38,20.51,38.82,United States,United States,,173,67,no,3.86,3.38,42.86,3.14,38.46,0.0,0.0,0.0,2.41,3.66,0.72,0,0.0,0,0.0,6.03,0.48,2,0.48,0.13,0,0.0,6,1.45,50.0,33.333,0.0,2.9,50.0,1.69,57.14,1.21,40.0,0.72,6.27,57.69,11.82,40.82,3.38,2.65,0.97,14.72,0.72,0.72,23.16,69.79,4.1,88.24,7.96,84.85,7.96,48.48,19.3,73.75,1.21,40.0,16.13,11.72,0.09,0.72,0.0,0.0,0.97,25.0,0.48,2.41,60.0,3.14,53.85,0.48,0.0,0.72,1.45,3.14,84.62,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,,W,CF,,6.66
W. Mejia,Greenville Triumph,Greenville Triumph,CB,24.0,0.0,,4,42,0,0.0,0,0.0,,,United States,United States,unknown,0,0,no,,,,,,,2.73,,,2.73,,1,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.92,19.53,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,CB,,,,,,6.63
B. Gottlieb,Tormenta,Tormenta,FB,18.0,0.0,,5,59,0,0.18,0,0.0,32.03,52.38,United States,United States,unknown,0,0,no,7.63,7.63,40.0,12.2,75.0,0.0,0.0,0.0,4.58,7.5,3.05,0,0.0,0,0.0,1.53,0.0,0,0.0,0.28,0,0.0,1,1.53,0.0,0.0,0.0,1.53,0.0,0.0,0.0,1.53,0.0,0.0,3.05,50.0,4.58,66.67,7.63,0.0,0.0,10.68,3.05,0.0,19.83,84.62,6.1,100.0,4.58,66.67,4.58,100.0,16.78,90.91,1.53,100.0,6.87,5.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,100.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,FB,,,,,,,6.77
R. Gomez,Tormenta,Tormenta,CM,25.0,0.0,,25,1645,0,0.17,0,0.9,15.92,45.45,United States,United States,,0,0,no,6.54,6.66,64.35,1.45,20.0,0.58,0.73,0.06,1.68,2.12,1.22,6,0.33,1,0.05,1.27,0.0,0,0.0,0.01,0,0.0,4,0.23,0.0,0.0,0.0,0.52,33.33,0.29,20.0,0.23,50.0,0.06,1.56,51.85,5.73,32.32,0.17,1.27,0.12,36.87,0.58,0.58,49.49,89.01,14.59,80.56,7.35,96.06,19.74,91.2,42.66,93.49,6.37,62.73,19.63,35.19,0.05,0.58,0.06,0.12,0.64,45.45,0.35,10.24,76.84,1.68,65.52,0.81,35.71,0.81,0.17,7.52,90.0,0,,0,,0,0.0,0.0,0.0,,,0.52,,,0.12,0.0,0.0,0.06,0,0.0,,,CM,,,,,6.64
R. Beckham,Fort Lauderdale,Fort Lauderdale,W,19.0,0.0,,6,401,0,0.08,0,0.59,15.71,34.29,England,England,,0,0,no,4.94,7.63,38.24,1.35,33.33,0.22,0.28,0.0,1.8,2.24,1.57,1,0.22,0,0.0,2.47,0.0,0,0.0,0.02,0,0.0,4,0.9,25.0,0.0,0.0,4.71,28.57,0.0,0.0,4.71,28.57,1.35,2.24,40.0,5.16,26.09,0.67,1.12,0.67,18.4,1.12,0.22,25.81,56.52,5.16,34.78,5.61,84.0,11.45,52.94,17.96,68.75,3.82,23.53,21.77,42.05,0.13,0.67,0.0,0.0,0.45,0.0,0.67,3.82,41.18,4.94,27.27,1.35,0.0,0.22,1.57,5.84,53.85,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.22,0.22,0.0,0.0,0,0.0,,,,,W,,,6.7
N. Ovalle,Toronto II,Toronto II,CM,21.0,0.0,,3,44,0,0.0,0,0.0,,,Chile,Chile,,170,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.45,9.79,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,CM,,,,,6.35
D. Hardin,Fort Lauderdale,Fort Lauderdale,"CB,CM",17.0,0.0,,12,659,1,1.19,1,0.38,8.74,45.31,United States,United States,unknown,178,67,no,4.64,4.92,61.11,0.27,0.0,0.27,0.37,0.14,1.37,1.86,0.41,1,0.14,0,0.0,0.41,0.14,1,0.14,0.16,0,0.0,6,0.82,16.67,16.667,0.14,0.68,40.0,0.0,0.0,0.68,40.0,0.14,0.14,0.0,1.64,16.67,1.09,1.23,0.82,20.9,0.27,0.14,26.63,86.15,7.51,74.55,3.82,89.29,12.43,91.21,23.9,89.14,2.05,66.67,17.67,19.27,0.05,0.55,0.0,0.0,0.27,0.0,0.55,3.82,67.86,0.41,66.67,0.41,0.0,0.41,0.14,2.73,80.0,0,,0,,0,0.0,0.0,0.0,,,0.27,,,0.0,0.0,0.0,0.0,0,0.0,,CB,CM,,,,,6.59
G. Hampton,Mercer Bears,Tormenta,W,19.0,0.0,,1,11,0,0.0,0,0.0,,,United States,United States,,170,68,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.43,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,W,,,6.5
D. Gallegos,VCU Rams,Richmond Kickers,AM,18.0,0.0,,1,17,0,0.0,0,0.0,,,United States,United States,,170,65,no,,,,,,,15.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.73,31.55,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,AM,,,,4.7
T. Johnson,Richmond Kickers,Richmond Kickers,CF,17.0,0.0,,1,19,0,0.0,0,0.0,,,United States,United States,,0,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.59,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,CF,,6.3
R. Torres,North Texas,North Texas,CF,19.0,0.0,,1,7,0,0.24,0,0.0,,,United States,United States,,0,0,no,,,,,,,30.0,,,0.0,,0,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,CF,,0.0
M. Corcoran,North Texas,North Texas,CM,15.0,0.0,,2,74,0,0.09,0,0.0,21.89,38.89,United States,United States,,0,0,no,4.86,10.95,44.44,3.65,33.33,0.0,0.0,0.0,0.0,0.0,3.65,0,0.0,0,0.0,1.22,0.0,0,0.0,0.1,0,0.0,1,1.22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,0.0,3.65,0.0,1.22,0.0,0.0,19.46,0.0,0.0,30.41,84.0,7.3,50.0,2.43,50.0,17.03,100.0,27.97,86.96,2.43,50.0,17.78,18.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.08,100.0,1.22,0.0,1.22,0.0,0.0,0.0,3.65,66.67,0,,0,,0,0.0,0.0,0.0,,,1.22,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,,,,,6.75
J. Parra,North Texas,North Texas,CB,20.0,0.0,,5,407,0,0.78,0,0.18,11.72,67.92,Colombia,Colombia,right,190,80,yes,8.85,5.09,95.65,2.87,46.15,0.44,0.77,0.22,3.54,6.15,0.44,2,0.44,0,0.0,0.66,0.0,0,0.0,0.17,0,0.0,4,0.88,25.0,0.0,0.0,0.22,100.0,0.22,100.0,0.0,0.0,0.0,0.44,50.0,1.33,33.33,1.77,0.88,0.0,32.95,0.22,0.22,46.22,85.17,18.13,70.73,1.77,75.0,24.1,97.25,38.7,90.86,7.3,54.55,23.15,36.71,0.04,0.22,0.0,0.0,0.0,0.0,0.0,3.98,33.33,0.44,50.0,0.22,0.0,0.0,0.22,8.4,60.53,0,,0,,0,0.0,0.0,0.0,,,0.88,,,0.0,0.0,0.0,0.0,0,0.0,,CB,,,,,,6.74
C. Cuellar,FIU Panthers,Fort Lauderdale,W,18.0,0.0,,3,119,0,0.0,0,0.43,12.1,25.0,United States,United States,,175,64,no,6.81,3.03,75.0,3.78,20.0,0.0,0.0,0.0,4.54,9.0,0.0,0,0.0,0,0.0,2.27,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.51,100.0,1.51,100.0,0.0,0.0,0.0,0.0,0.0,3.03,0.0,1.51,1.51,0.76,9.83,1.51,0.0,14.37,73.68,4.54,50.0,3.78,80.0,3.78,80.0,12.1,75.0,1.51,50.0,23.69,18.3,0.33,0.76,0.0,0.0,0.76,100.0,0.76,3.03,50.0,1.51,50.0,0.76,100.0,0.76,0.76,3.03,75.0,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,,W,,,6.53
R. van Hees,North Texas,North Texas,CB,19.0,0.0,,1,11,0,0.0,0,0.0,,,,,,0,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,46.93,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,CB,,,,,,6.5
G. Morais,North Texas,North Texas,CF,19.0,0.0,,11,441,1,2.0,0,0.32,26.46,29.51,Brazil,Brazil,right,191,0,no,2.82,4.34,40.0,6.29,37.93,0.0,0.0,0.0,1.08,1.33,1.95,1,0.2,0,0.0,2.39,0.2,1,0.22,0.43,0,0.0,12,2.6,41.67,8.333,0.0,0.87,25.0,0.43,0.0,0.43,50.0,0.0,1.52,28.57,10.84,18.0,3.47,0.43,0.43,10.41,1.95,1.52,16.05,68.92,4.34,60.0,4.12,84.21,4.55,52.38,13.66,77.78,1.52,14.29,14.21,17.38,0.07,0.22,0.0,0.0,0.87,75.0,0.0,1.95,33.33,1.73,50.0,1.08,60.0,1.08,0.22,1.95,77.78,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,,,,,,CF,,6.73
R. Thakur,North Carolina FC,North Carolina FC,"AM,W",18.0,0.0,,2,19,0,0.03,0,0.0,,,United States,United States,unknown,0,0,no,,,,,,,0.0,,,10.0,,0,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.88,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,AM,W,,,6.5
M. Mariche,North Carolina FC,North Carolina FC,AM,17.0,0.0,,3,20,0,0.07,0,0.0,,,United States,United States,unknown,0,0,no,,,,,,,0.0,,,10.0,,0,,0,,,,0,,,0,,1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.86,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,AM,,,,6.5
C. Tolentino,North Carolina FC,North Carolina FC,FB,17.0,0.0,,1,1,0,0.0,0,0.0,,,United States,United States,unknown,0,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,FB,,,,,,,0.0
D. Kerr,North Carolina FC,North Carolina FC,AM,17.0,0.0,,1,10,0,0.0,0,0.0,,,United States,United States,unknown,0,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,,AM,,,,6.5
J. Goodall,Greenville Triumph,Greenville Triumph,"FB,AM,W",24.0,0.0,,17,605,0,0.18,0,0.45,16.66,57.14,United States,United States,,178,81,no,9.67,8.63,65.52,2.68,72.22,0.15,0.19,0.3,3.87,4.81,1.04,0,0.0,0,0.0,1.93,0.0,0,0.0,0.03,0,0.0,5,0.74,20.0,0.0,0.0,2.23,33.33,2.08,28.57,0.15,100.0,0.45,1.34,55.56,2.98,40.0,0.3,0.74,0.15,17.11,1.04,0.3,26.48,71.91,12.5,70.24,3.72,96.0,8.48,71.93,18.74,82.54,5.5,51.35,19.56,25.43,0.07,0.6,0.0,0.0,0.45,66.67,0.45,6.4,67.44,3.12,47.62,1.04,71.43,0.45,0.89,8.93,73.33,0,,0,,0,0.0,0.0,0.0,,,0.74,,,0.15,0.15,0.0,0.74,0,0.0,FB,,,AM,W,,,6.63
P. O'Ferral,North Carolina FC,North Carolina FC,FB,18.0,0.0,,8,522,0,0.0,0,0.16,17.07,51.52,United States,United States,,0,0,no,14.14,9.66,64.29,2.76,37.5,0.69,0.91,0.17,7.24,9.55,1.03,0,0.0,0,0.0,1.03,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.34,100.0,0.0,0.0,0.34,100.0,0.17,1.03,66.67,2.24,46.15,0.17,0.34,0.0,27.93,1.72,0.34,37.41,77.88,12.59,57.53,6.55,94.74,13.62,88.61,33.28,81.87,3.79,40.91,19.35,30.88,0.03,0.34,0.0,0.0,0.0,0.0,0.0,3.79,40.91,1.03,50.0,0.34,0.0,0.17,0.34,7.59,45.45,0,,0,,0,0.0,0.0,0.0,,,1.38,,,0.0,0.0,0.0,0.0,0,0.0,FB,,,,,,,6.73
A. Messer,Penn Quakers,North Carolina FC,CM,18.0,0.0,,1,1,0,0.0,0,0.0,,,United States,United States,,0,0,no,,,,,,,0.0,,,0.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,CM,,,,,0.0
C. McCamy,Northwestern Wildcats,North Carolina FC,"FB,CB,CM",18.0,0.0,,4,75,0,0.0,0,0.0,14.4,58.33,United States,United States,,187,79,no,4.8,6.0,60.0,2.4,100.0,0.0,0.0,0.0,1.2,2.5,1.2,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,50.0,0.0,0.0,0.0,14.4,2.4,1.2,26.4,68.18,9.6,87.5,4.8,100.0,9.6,50.0,24.0,75.0,2.4,0.0,16.09,21.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,71.43,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0,0.0,FB,CB,CM,,,,,6.23
C. De Leon,,North Carolina FC,CM,18.0,0.0,,1,6,0,0.0,0,0.0,,,Trinidad and Tobago,Trinidad and Tobago,,0,0,no,,,,,,,0.0,,,30.0,,0,,0,,,,0,,,0,,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.05,34.05,,,,,,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,,,,,,,,,0,0.0,,,CM,,,,,0.0
N. Albadawi,,North Carolina FC,CM,30.0,0.0,,12,959,2,1.32,0,1.22,13.33,47.18,United States,"United States, Palestine",right,180,76,no,6.1,5.91,61.9,0.94,20.0,0.19,0.24,0.19,2.25,2.85,0.94,2,0.19,0,0.0,1.31,0.19,2,0.19,0.12,0,0.0,12,1.13,50.0,16.667,0.0,0.38,0.0,0.09,0.0,0.28,0.0,0.0,1.5,43.75,4.41,42.55,1.03,0.75,0.38,34.16,0.0,0.38,45.23,87.34,13.7,77.4,5.26,98.21,19.52,92.31,40.92,90.37,3.94,64.29,19.43,30.03,0.11,1.41,0.09,0.0,0.47,20.0,0.28,5.82,70.97,1.31,50.0,0.75,37.5,0.66,0.0,6.1,80.0,0,,0,,0,0.0,0.0,0.0,,,0.47,,,1.41,0.09,0.0,2.63,0,0.0,,,CM,,,,,7.1
D. Las,Fulham U21,North Carolina FC,GK,19.0,0.0,2022-06-30,2,198,0,0.0,0,0.0,0.91,100.0,United States,"United States, Poland",right,183,75,no,5.45,0.45,100.0,0.0,0.0,0.45,0.52,0.0,4.55,5.17,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27,0.0,0.0,24.09,84.91,7.73,64.71,0.0,0.0,15.91,94.29,20.91,95.65,3.18,14.29,28.6,51.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,33.33,0.0,0.0,0.0,0.0,0.0,0.0,2.73,33.33,2,0.91,6,2.73,1,66.67,2.4,1.09,0.4,0.182,0.0,0.91,0.0,,,,0.0,0,0.0,,,,,,,GK,7.1
Y. Ottl,New England II,New England II,GK,24.0,0.0,2022-11-30,3,193,0,0.0,0,0.0,0.47,0.0,Germany,Germany,right,188,86,no,3.73,0.47,0.0,0.0,0.0,0.47,0.56,0.0,3.26,3.89,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,13.06,100.0,7.93,100.0,0.0,0.0,3.73,100.0,9.79,100.0,3.26,100.0,16.2,30.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,100.0,6,2.8,12,5.6,0,50.0,3.67,1.71,-2.33,-1.087,0.0,0.47,0.0,,,,0.0,0,0.0,,,,,,,GK,5.6
D. Ramirez,New England II,New England II,CM,20.0,0.0,,8,152,0,0.06,0,0.0,18.36,35.48,United States,United States,,180,0,no,7.11,6.51,63.64,6.51,36.36,0.0,0.0,0.59,2.96,6.82,2.37,1,0.59,0,0.0,0.59,0.0,0,0.0,0.03,0,0.0,1,0.59,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,1.18,0.0,0.59,0.59,0.0,27.24,0.0,0.0,41.45,88.57,7.7,76.92,7.11,100.0,15.99,96.3,39.67,91.04,1.78,33.33,19.97,17.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,66.67,0.0,0.0,0.0,0.0,0.0,0.0,4.14,71.43,0,,0,,0,0.0,0.0,0.0,,,1.78,,,0.0,0.0,0.0,0.0,0,0.0,,,CM,,,,,6.64
N. Holliday,North Carolina FC,North Carolina FC,GK,15.0,0.0,,5,492,0,0.0,0,0.0,0.55,66.67,United States,United States,unknown,0,0,no,1.83,0.0,0.0,0.37,100.0,0.18,0.25,0.0,1.65,2.25,0.0,2,0.37,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35,0.0,0.0,19.39,83.02,12.07,77.27,0.0,0.0,5.67,100.0,11.16,95.08,8.23,66.67,33.09,48.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,55.56,0.0,0.0,0.0,0.0,0.0,0.0,6.77,72.97,11,2.01,41,7.5,0,73.17,10.79,1.97,-0.21,-0.038,0.0,1.28,0.37,,,,0.0,0,0.0,,,,,,,GK,7.42
E. Bajraktarevic,New England II,New England II,"AM,W",,0.0,,11,503,1,0.49,0,0.09,16.82,39.36,United States,United States,,0,0,no,4.65,3.58,60.0,0.36,50.0,0.0,0.0,0.0,2.5,3.62,0.36,1,0.18,0,0.0,3.58,0.18,1,0.18,0.09,0,0.0,8,1.43,37.5,12.5,0.0,1.25,42.86,0.18,100.0,1.07,33.33,0.0,5.55,35.48,11.09,30.65,2.68,1.97,1.25,17.36,0.0,0.89,22.72,75.59,7.51,69.05,4.83,81.48,5.9,75.76,19.86,81.08,1.61,33.33,14.59,16.66,0.02,0.54,0.0,0.0,0.72,75.0,0.18,1.07,33.33,2.68,60.0,0.72,50.0,1.07,0.54,2.33,76.92,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.18,0.0,0.0,0.0,0,0.0,,,,AM,W,,,6.65
H. Avayevu,North Texas,North Texas,"AM,W",19.0,0.0,,19,478,0,1.48,2,0.74,26.87,43.57,Ghana,Ghana,unknown,0,0,no,7.48,8.25,48.84,3.07,6.25,0.96,1.69,0.0,2.49,4.38,2.69,2,0.38,0,0.0,4.03,0.0,0,0.0,0.28,0,0.0,7,1.34,28.57,0.0,0.38,3.26,23.53,0.77,0.0,2.49,30.77,0.19,5.57,44.83,12.09,46.03,3.26,2.49,1.73,21.68,2.11,2.88,31.28,71.17,9.4,65.31,5.37,89.29,10.36,64.81,26.1,78.68,2.3,50.0,15.28,16.49,0.14,1.15,0.0,0.0,1.34,28.57,0.96,3.65,68.42,3.84,35.0,1.34,28.57,1.15,0.58,4.41,91.3,0,,0,,0,0.0,0.0,0.0,,,0.0,,,0.77,0.0,0.0,1.73,0,0.0,,,,AM,W,,,6.72
